"","Price"
"2013-03-11",208500
"2013-03-12",210500
"2013-03-13",210000
"2013-03-14",212000
"2013-03-15",220000
"2013-03-18",219000
"2013-03-19",218000
"2013-03-20",217500
"2013-03-21",215000
"2013-03-22",214500
"2013-03-25",215500
"2013-03-26",220500
"2013-03-27",224000
"2013-03-28",223500
"2013-03-29",224000
"2013-04-01",222000
"2013-04-02",219500
"2013-04-03",218000
"2013-04-04",207000
"2013-04-05",198000
"2013-04-08",198000
"2013-04-09",198500
"2013-04-10",201000
"2013-04-11",200500
"2013-04-12",197000
"2013-04-15",193000
"2013-04-16",191500
"2013-04-17",192500
"2013-04-18",188500
"2013-04-19",183500
"2013-04-22",183000
"2013-04-23",184000
"2013-04-24",185000
"2013-04-25",195500
"2013-04-26",194000
"2013-04-29",197000
"2013-04-30",199500
"2013-05-02",197500
"2013-05-03",202000
"2013-05-06",199000
"2013-05-07",194500
"2013-05-08",193000
"2013-05-09",193500
"2013-05-10",189000
"2013-05-13",188500
"2013-05-14",193500
"2013-05-15",193000
"2013-05-16",196000
"2013-05-20",198500
"2013-05-21",198500
"2013-05-22",202000
"2013-05-23",202500
"2013-05-24",204000
"2013-05-27",207000
"2013-05-28",206500
"2013-05-29",208500
"2013-05-30",209500
"2013-05-31",212500
"2013-06-03",214500
"2013-06-04",215000
"2013-06-05",210500
"2013-06-07",208000
"2013-06-10",206000
"2013-06-11",206500
"2013-06-12",203500
"2013-06-13",198000
"2013-06-14",197000
"2013-06-17",197000
"2013-06-18",204500
"2013-06-19",207500
"2013-06-20",207500
"2013-06-21",202000
"2013-06-24",202500
"2013-06-25",206000
"2013-06-26",208000
"2013-06-27",218000
"2013-06-28",225500
"2013-07-01",223000
"2013-07-02",215500
"2013-07-03",215000
"2013-07-04",214000
"2013-07-05",213500
"2013-07-08",214000
"2013-07-09",217500
"2013-07-10",219000
"2013-07-11",222000
"2013-07-12",209000
"2013-07-15",212500
"2013-07-16",213000
"2013-07-17",219000
"2013-07-18",221000
"2013-07-19",221500
"2013-07-22",222000
"2013-07-23",222000
"2013-07-24",223500
"2013-07-25",224500
"2013-07-26",225500
"2013-07-29",230000
"2013-07-30",237500
"2013-07-31",232500
"2013-08-01",231500
"2013-08-02",231500
"2013-08-05",230500
"2013-08-06",232500
"2013-08-07",225000
"2013-08-08",225000
"2013-08-09",221500
"2013-08-12",221000
"2013-08-13",227000
"2013-08-14",233000
"2013-08-16",236500
"2013-08-19",234500
"2013-08-20",229000
"2013-08-21",228500
"2013-08-22",228000
"2013-08-23",228500
"2013-08-26",237000
"2013-08-27",238000
"2013-08-28",240500
"2013-08-29",239500
"2013-08-30",249000
"2013-09-02",244500
"2013-09-03",242500
"2013-09-04",242500
"2013-09-05",244000
"2013-09-06",250500
"2013-09-09",248000
"2013-09-10",250000
"2013-09-11",248000
"2013-09-12",248000
"2013-09-13",248500
"2013-09-16",255500
"2013-09-17",256500
"2013-09-23",255000
"2013-09-24",255000
"2013-09-25",254000
"2013-09-26",256500
"2013-09-27",256500
"2013-09-30",251000
"2013-10-01",254500
"2013-10-02",247500
"2013-10-04",249500
"2013-10-07",247500
"2013-10-08",253500
"2013-10-10",260500
"2013-10-11",264500
"2013-10-14",262000
"2013-10-15",263500
"2013-10-16",266000
"2013-10-17",264500
"2013-10-18",256500
"2013-10-21",261000
"2013-10-22",262500
"2013-10-23",258500
"2013-10-24",253500
"2013-10-25",258500
"2013-10-28",265000
"2013-10-29",261500
"2013-10-30",261000
"2013-10-31",253000
"2013-11-01",254000
"2013-11-04",248000
"2013-11-05",244500
"2013-11-06",250000
"2013-11-07",254000
"2013-11-08",248500
"2013-11-11",247500
"2013-11-12",249000
"2013-11-13",244000
"2013-11-14",243000
"2013-11-15",249000
"2013-11-18",254000
"2013-11-19",258500
"2013-11-20",254500
"2013-11-21",253500
"2013-11-22",253000
"2013-11-25",252500
"2013-11-26",255000
"2013-11-27",257500
"2013-11-28",255000
"2013-11-29",252000
"2013-12-02",249500
"2013-12-03",239000
"2013-12-04",233000
"2013-12-05",232500
"2013-12-06",230000
"2013-12-09",230000
"2013-12-10",228500
"2013-12-11",229000
"2013-12-12",230000
"2013-12-13",231500
"2013-12-16",228000
"2013-12-17",227000
"2013-12-18",227500
"2013-12-19",220500
"2013-12-20",224500
"2013-12-23",228500
"2013-12-24",226000
"2013-12-26",225500
"2013-12-27",229500
"2013-12-30",236500
"2014-01-02",224500
"2014-01-03",224000
"2014-01-06",228500
"2014-01-07",229000
"2014-01-08",229500
"2014-01-09",224500
"2014-01-10",221000
"2014-01-13",228000
"2014-01-14",232000
"2014-01-15",231000
"2014-01-16",233000
"2014-01-17",228500
"2014-01-20",231000
"2014-01-21",236000
"2014-01-22",236500
"2014-01-23",232000
"2014-01-24",228000
"2014-01-27",223500
"2014-01-28",230500
"2014-01-29",234500
"2014-02-03",231500
"2014-02-04",226000
"2014-02-05",228500
"2014-02-06",226500
"2014-02-07",230500
"2014-02-10",233500
"2014-02-11",231000
"2014-02-12",227500
"2014-02-13",227000
"2014-02-14",232500
"2014-02-17",233000
"2014-02-18",229500
"2014-02-19",225500
"2014-02-20",222000
"2014-02-21",228000
"2014-02-24",227500
"2014-02-25",233000
"2014-02-26",236500
"2014-02-27",243500
"2014-02-28",245000
"2014-03-03",246000
"2014-03-04",242000
"2014-03-05",244500
"2014-03-06",243500
"2014-03-07",238500
"2014-03-10",237000
"2014-03-11",236500
"2014-03-12",235500
"2014-03-13",229000
"2014-03-14",229000
"2014-03-17",234000
"2014-03-18",235000
"2014-03-19",231000
"2014-03-20",229500
"2014-03-21",234500
"2014-03-24",235500
"2014-03-25",232500
"2014-03-26",243000
"2014-03-27",246000
"2014-03-28",248000
"2014-03-31",251000
"2014-04-01",251500
"2014-04-02",250000
"2014-04-03",245500
"2014-04-04",247500
"2014-04-07",246500
"2014-04-08",248500
"2014-04-09",243500
"2014-04-10",242500
"2014-04-11",242000
"2014-04-14",241500
"2014-04-15",238000
"2014-04-16",242000
"2014-04-17",240000
"2014-04-18",245000
"2014-04-21",244000
"2014-04-22",245000
"2014-04-23",245000
"2014-04-24",242000
"2014-04-25",236000
"2014-04-28",233500
"2014-04-29",234000
"2014-04-30",230000
"2014-05-02",225000
"2014-05-07",223000
"2014-05-08",228500
"2014-05-09",231500
"2014-05-12",229500
"2014-05-13",231500
"2014-05-14",237500
"2014-05-15",239500
"2014-05-16",234500
"2014-05-19",233500
"2014-05-20",230000
"2014-05-21",230500
"2014-05-22",233000
"2014-05-23",233000
"2014-05-26",235000
"2014-05-27",229000
"2014-05-28",230000
"2014-05-29",230000
"2014-05-30",224500
"2014-06-02",226500
"2014-06-03",227000
"2014-06-05",225000
"2014-06-09",224000
"2014-06-10",223000
"2014-06-11",224000
"2014-06-12",225000
"2014-06-13",224000
"2014-06-16",225000
"2014-06-17",229500
"2014-06-18",226000
"2014-06-19",223500
"2014-06-20",218000
"2014-06-23",219500
"2014-06-24",224500
"2014-06-25",228500
"2014-06-26",229500
"2014-06-27",230000
"2014-06-30",229500
"2014-07-01",229000
"2014-07-02",230500
"2014-07-03",228000
"2014-07-04",228000
"2014-07-07",225500
"2014-07-08",225500
"2014-07-09",224000
"2014-07-10",228500
"2014-07-11",224000
"2014-07-14",223000
"2014-07-15",230000
"2014-07-16",235000
"2014-07-17",234000
"2014-07-18",232500
"2014-07-21",227500
"2014-07-22",229000
"2014-07-23",225500
"2014-07-24",229000
"2014-07-25",227500
"2014-07-28",227000
"2014-07-29",237500
"2014-07-30",244500
"2014-07-31",245500
"2014-08-01",243500
"2014-08-04",237500
"2014-08-05",236000
"2014-08-06",233000
"2014-08-07",232000
"2014-08-08",228500
"2014-08-11",231000
"2014-08-12",232000
"2014-08-13",233500
"2014-08-14",230000
"2014-08-18",224000
"2014-08-19",224500
"2014-08-20",226000
"2014-08-21",224000
"2014-08-22",224500
"2014-08-25",225000
"2014-08-26",226000
"2014-08-27",228000
"2014-08-28",231000
"2014-08-29",233000
"2014-09-01",232000
"2014-09-02",225500
"2014-09-03",222000
"2014-09-04",221500
"2014-09-05",217500
"2014-09-11",213500
"2014-09-12",220000
"2014-09-15",219500
"2014-09-16",218500
"2014-09-17",218000
"2014-09-18",198000
"2014-09-19",195000
"2014-09-22",195500
"2014-09-23",191500
"2014-09-24",192000
"2014-09-25",189500
"2014-09-26",187000
"2014-09-29",189500
"2014-09-30",190500
"2014-10-01",188500
"2014-10-02",180000
"2014-10-06",184500
"2014-10-07",182000
"2014-10-08",178000
"2014-10-10",178000
"2014-10-13",178500
"2014-10-14",176000
"2014-10-15",175000
"2014-10-16",168000
"2014-10-17",162000
"2014-10-20",169000
"2014-10-21",167000
"2014-10-22",161500
"2014-10-23",171000
"2014-10-24",172500
"2014-10-27",176000
"2014-10-28",173500
"2014-10-29",173500
"2014-10-30",172000
"2014-10-31",170000
"2014-11-03",160000
"2014-11-04",155000
"2014-11-05",151000
"2014-11-06",158500
"2014-11-07",162000
"2014-11-10",166500
"2014-11-11",176000
"2014-11-12",176000
"2014-11-13",178500
"2014-11-14",177000
"2014-11-17",177500
"2014-11-18",177500
"2014-11-19",171500
"2014-11-20",167000
"2014-11-21",165000
"2014-11-24",171500
"2014-11-25",174000
"2014-11-26",174500
"2014-11-27",180500
"2014-11-28",179000
"2014-12-01",182000
"2014-12-02",176500
"2014-12-03",177500
"2014-12-04",185000
"2014-12-05",188000
"2014-12-08",185500
"2014-12-09",181500
"2014-12-10",180000
"2014-12-11",178000
"2014-12-12",178500
"2014-12-15",174500
"2014-12-16",174500
"2014-12-17",169000
"2014-12-18",167500
"2014-12-19",170000
"2014-12-22",171000
"2014-12-23",171500
"2014-12-24",175000
"2014-12-26",174500
"2014-12-29",171500
"2014-12-30",169000
"2015-01-02",169000
"2015-01-05",168000
"2015-01-06",164500
"2015-01-07",170000
"2015-01-08",178000
"2015-01-09",180000
"2015-01-12",177500
"2015-01-13",179500
"2015-01-14",177500
"2015-01-15",174500
"2015-01-16",171000
"2015-01-19",172500
"2015-01-20",173500
"2015-01-21",171500
"2015-01-22",168000
"2015-01-23",168000
"2015-01-26",164500
"2015-01-27",164000
"2015-01-28",165500
"2015-01-29",167000
"2015-01-30",169500
"2015-02-02",171000
"2015-02-03",166000
"2015-02-04",166500
"2015-02-05",166000
"2015-02-06",163500
"2015-02-09",157500
"2015-02-10",156500
"2015-02-11",157000
"2015-02-12",155000
"2015-02-13",158000
"2015-02-16",158000
"2015-02-17",162500
"2015-02-23",162000
"2015-02-24",162500
"2015-02-25",164000
"2015-02-26",163500
"2015-02-27",160500
"2015-03-02",161500
"2015-03-03",166500
"2015-03-04",163500
"2015-03-05",167500
"2015-03-06",173000
"2015-03-09",169000
"2015-03-10",173000
"2015-03-11",176500
"2015-03-12",172000
"2015-03-13",172000
"2015-03-16",175500
"2015-03-17",182000
"2015-03-18",182000
"2015-03-19",184000
"2015-03-20",181000
"2015-03-23",179000
"2015-03-24",175000
"2015-03-25",170000
"2015-03-26",169000
"2015-03-27",167500
"2015-03-30",167000
"2015-03-31",168500
"2015-04-01",164000
"2015-04-02",164000
"2015-04-03",166000
"2015-04-06",162000
"2015-04-07",161500
"2015-04-08",161000
"2015-04-09",161500
"2015-04-10",167500
"2015-04-13",167000
"2015-04-14",171000
"2015-04-15",170000
"2015-04-16",169000
"2015-04-17",170000
"2015-04-20",174500
"2015-04-21",171000
"2015-04-22",170000
"2015-04-23",175500
"2015-04-24",177500
"2015-04-27",176000
"2015-04-28",172500
"2015-04-29",171000
"2015-04-30",169000
"2015-05-04",172000
"2015-05-06",171500
"2015-05-07",173000
"2015-05-08",173000
"2015-05-11",169500
"2015-05-12",169000
"2015-05-13",166000
"2015-05-14",164000
"2015-05-15",163500
"2015-05-18",162500
"2015-05-19",162500
"2015-05-20",162500
"2015-05-21",159500
"2015-05-22",162500
"2015-05-26",160000
"2015-05-27",157000
"2015-05-28",156000
"2015-05-29",158000
"2015-06-01",154500
"2015-06-02",138500
"2015-06-03",135500
"2015-06-04",139000
"2015-06-05",137500
"2015-06-08",134500
"2015-06-09",135500
"2015-06-10",134500
"2015-06-11",138000
"2015-06-12",136000
"2015-06-15",136500
"2015-06-16",137000
"2015-06-17",136000
"2015-06-18",131500
"2015-06-19",130000
"2015-06-22",132000
"2015-06-23",131000
"2015-06-24",133000
"2015-06-25",132000
"2015-06-26",135000
"2015-06-29",134500
"2015-06-30",136000
"2015-07-01",136500
"2015-07-02",135500
"2015-07-03",135000
"2015-07-06",133000
"2015-07-07",131500
"2015-07-08",128000
"2015-07-09",127000
"2015-07-10",124000
"2015-07-13",125500
"2015-07-14",125500
"2015-07-15",126500
"2015-07-16",127000
"2015-07-17",123500
"2015-07-20",124000
"2015-07-21",133000
"2015-07-22",131000
"2015-07-23",138000
"2015-07-24",139000
"2015-07-27",145000
"2015-07-28",145000
"2015-07-29",146000
"2015-07-30",150000
"2015-07-31",149000
"2015-08-03",143500
"2015-08-04",144000
"2015-08-05",145500
"2015-08-06",139500
"2015-08-07",138000
"2015-08-10",140000
"2015-08-11",139000
"2015-08-12",146000
"2015-08-13",144500
"2015-08-17",143500
"2015-08-18",146500
"2015-08-19",148000
"2015-08-20",149000
"2015-08-21",146000
"2015-08-24",142500
"2015-08-25",147500
"2015-08-26",150000
"2015-08-27",147000
"2015-08-28",144000
"2015-08-31",149000
"2015-09-01",146500
"2015-09-02",151500
"2015-09-03",152000
"2015-09-04",150000
"2015-09-07",152000
"2015-09-08",156500
"2015-09-09",155500
"2015-09-10",156500
"2015-09-11",156000
"2015-09-14",154500
"2015-09-15",156500
"2015-09-16",163000
"2015-09-17",163500
"2015-09-18",165500
"2015-09-21",159000
"2015-09-22",164000
"2015-09-23",157000
"2015-09-24",158000
"2015-09-25",162000
"2015-09-30",164000
"2015-10-01",168000
"2015-10-02",167000
"2015-10-05",164000
"2015-10-06",158000
"2015-10-07",160500
"2015-10-08",162000
"2015-10-12",159500
"2015-10-13",163500
"2015-10-14",163000
"2015-10-15",162500
"2015-10-16",161000
"2015-10-19",161000
"2015-10-20",162500
"2015-10-21",163000
"2015-10-22",162000
"2015-10-23",158000
"2015-10-26",159000
"2015-10-27",159000
"2015-10-28",155500
"2015-10-29",153500
"2015-10-30",156000
"2015-11-02",158500
"2015-11-03",162500
"2015-11-04",165500
"2015-11-05",165500
"2015-11-06",164500
"2015-11-09",165000
"2015-11-10",162500
"2015-11-11",163000
"2015-11-12",160500
"2015-11-13",156500
"2015-11-16",158000
"2015-11-17",157000
"2015-11-18",158000
"2015-11-19",159500
"2015-11-20",158000
"2015-11-23",157000
"2015-11-24",155000
"2015-11-25",151500
"2015-11-26",152500
"2015-11-27",151000
"2015-11-30",147500
"2015-12-01",153000
"2015-12-02",152000
"2015-12-03",153000
"2015-12-04",151500
"2015-12-07",150500
"2015-12-08",150000
"2015-12-09",151500
"2015-12-10",151500
"2015-12-11",148500
"2015-12-14",150500
"2015-12-15",151500
"2015-12-16",153000
"2015-12-17",155500
"2015-12-18",154000
"2015-12-21",152000
"2015-12-22",153000
"2015-12-23",151500
"2015-12-24",151500
"2015-12-28",151000
"2015-12-29",149000
"2015-12-30",149000
"2016-01-04",144000
"2016-01-05",143500
"2016-01-06",140000
"2016-01-07",137500
"2016-01-08",136500
"2016-01-11",140000
"2016-01-12",139500
"2016-01-13",140500
"2016-01-14",141000
"2016-01-15",138500
"2016-01-18",139000
"2016-01-19",140000
"2016-01-20",136500
"2016-01-21",137000
"2016-01-22",139000
"2016-01-25",137500
"2016-01-26",136000
"2016-01-27",137000
"2016-01-28",135000
"2016-01-29",133000
"2016-02-01",132500
"2016-02-02",129500
"2016-02-03",129000
"2016-02-04",132500
"2016-02-05",133500
"2016-02-11",131000
"2016-02-12",137000
"2016-02-15",139500
"2016-02-16",141000
"2016-02-17",147000
"2016-02-18",147000
"2016-02-19",149000
"2016-02-22",147500
"2016-02-23",149000
"2016-02-24",149000
"2016-02-25",147000
"2016-02-26",147000
"2016-02-29",147500
"2016-03-02",150000
"2016-03-03",147500
"2016-03-04",147500
"2016-03-07",146500
"2016-03-08",148000
"2016-03-09",149500
"2016-03-10",148000
"2016-03-11",149000
"2016-03-14",148500
"2016-03-15",147000
"2016-03-16",146500
"2016-03-17",146500
"2016-03-18",150500
"2016-03-21",154500
"2016-03-22",159000
"2016-03-23",158000
"2016-03-24",155500
"2016-03-25",153000
"2016-03-28",154000
"2016-03-29",155000
"2016-03-30",155500
"2016-03-31",152500
"2016-04-01",149500
"2016-04-04",144000
"2016-04-05",144500
"2016-04-06",144000
"2016-04-07",146500
"2016-04-08",146000
"2016-04-11",146000
"2016-04-12",148500
"2016-04-14",152000
"2016-04-15",151500
"2016-04-18",154000
"2016-04-19",153000
"2016-04-20",151500
"2016-04-21",154000
"2016-04-22",151000
"2016-04-25",149500
"2016-04-26",153500
"2016-04-27",149000
"2016-04-28",148000
"2016-04-29",143500
"2016-05-02",142500
"2016-05-03",142500
"2016-05-04",139000
"2016-05-09",135500
"2016-05-10",139500
"2016-05-11",139000
"2016-05-12",136500
"2016-05-13",135000
"2016-05-16",135500
"2016-05-17",134500
"2016-05-18",133000
"2016-05-19",134500
"2016-05-20",132000
"2016-05-23",133000
"2016-05-24",133500
"2016-05-25",135000
"2016-05-26",135000
"2016-05-27",136000
"2016-05-30",136500
"2016-05-31",139500
"2016-06-01",138000
"2016-06-02",138000
"2016-06-03",138500
"2016-06-07",139500
"2016-06-08",139500
"2016-06-09",139000
"2016-06-10",139000
"2016-06-13",135500
"2016-06-14",138500
"2016-06-15",135500
"2016-06-16",134500
"2016-06-17",134500
"2016-06-20",136500
"2016-06-21",138000
"2016-06-22",140000
"2016-06-23",141000
"2016-06-24",139500
"2016-06-27",141500
"2016-06-28",139000
"2016-06-29",139000
"2016-06-30",135500
"2016-07-01",137000
"2016-07-04",137000
"2016-07-05",135000
"2016-07-06",130000
"2016-07-07",131000
"2016-07-08",130500
"2016-07-11",131000
"2016-07-12",132000
"2016-07-13",135500
"2016-07-14",131500
"2016-07-15",133000
"2016-07-18",132000
"2016-07-19",130000
"2016-07-20",129500
"2016-07-21",130000
"2016-07-22",129000
"2016-07-25",135500
"2016-07-26",136000
"2016-07-27",137000
"2016-07-28",136000
"2016-07-29",132000
"2016-08-01",135500
"2016-08-02",134000
"2016-08-03",132000
"2016-08-04",130500
"2016-08-05",133000
"2016-08-08",133000
"2016-08-09",136500
"2016-08-10",134000
"2016-08-11",134500
"2016-08-12",136000
"2016-08-16",133000
"2016-08-17",135000
"2016-08-18",132500
"2016-08-19",132500
"2016-08-22",132000
"2016-08-23",132500
"2016-08-24",135500
"2016-08-25",136500
"2016-08-26",135500
"2016-08-29",134000
"2016-08-30",132500
"2016-08-31",133000
"2016-09-01",131500
"2016-09-02",135000
"2016-09-05",139000
"2016-09-06",139500
"2016-09-07",139000
